Simbad-Resolvable Name,Source,Alternative Names,Star Forming Region,COORDS,Disk Type,Reference,Epoch,Effective Temperature K,Temp err,Sp Type,Sp Type Err,Method,Wavelength Range,Instrument,Tracer,Accretion Diagnostic,Line Flux erg/s/cm^2,Object Luminosity L_solar,Object Luminosity Error,Object Radius from L and T,R_err from L and T,Object Radius R_solar,R_err,Accretion Rate M_solar yr-1,Log Accretion Rate,Object Mass Range M_solar,Object Mass M_Solar,Object Mass Err,log object mass,Accretion Luminosity (CGS),Log Accretion Luminosity (solar),Age range Myr,System Age Myr,Companion?,A_V,A_V err,A_V source,Notes/Questions,Notes/Questions2,Notes/Questions3,
SSTc2dJ160703.9-391112,SSTc2dJ160703.9-391112,,Lupus,241.76596229 -39.18657754,EV,Alcala 2017,2015,3.20E+03,7.40E+01,M4.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,0.23,0.06,3.16E-13,-1.25E+01,,0.17,3.00E-02,-7.70E-01,,-5.20E+00,3-10,3,,,,,,,,
SSTc2dJ160830.7-382827,SSTc2dJ160830.7-382827,,Lupus,242.12791341 -38.47412417,III,Alcala 2017,2015,4.90E+03,2.26E+02,K2,1.00,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,2.41,0.52,8.51E-10,-9.07E+00,,1.81,2.80E-01,2.58E-01,,-1.80E+00,3-10,3,,,,,upper limit,,,
SSTc2dJ160836.2-392302,SSTc2dJ160836.2-392302,,Lupus,242.15 -39.3842,EV,Alcala 2017,2015,4.21E+03,1.93E+02,K6,1.00,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,2.63,0.63,1.91E-08,-7.72E+00,,0.47,1.40E-01,-3.28E-01,,-8.00E-01,3-10,3,,,,,,,,
SSTc2dJ160927.0-383628,SSTc2dJ160927.0-383628,,Lupus,242.3623958 -38.6074778,II,Alcala 2017,2015,3.20E+03,7.40E+01,M4.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.1,0.24,1.12E-08,-7.95E+00,,0.20,3.00E-02,-6.99E-01,,-1.30E+00,3-10,3,,,,,,,,
SSTc2dJ161018.6-383613,SSTc2dJ161018.6-383613,,Lupus,242.57736819 -38.60349952,II,Alcala 2017,2015,3.13E+03,7.20E+01,M5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,0.84,0.22,3.98E-11,-1.04E+01,,0.15,3.00E-02,-8.24E-01,,-3.80E+00,3-10,3,,,,,,,,
SSTc2dJ161019.8-383607,SSTc2dJ161019.8-383607,,Lupus,242.58264139 -38.60182811,II,Alcala 2017,2015,2.94E+03,6.80E+01,M6.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.03,0.27,5.01E-11,-1.03E+01,,0.10,2.00E-02,-1.00E+00,,-3.90E+00,3-10,3,,,,,,,,
SSTc2dJ161029.6-392215,SSTc2dJ161029.6-392215,,Lupus,242.6231304 -39.37068223,III,Alcala 2017,2015,3.20E+03,7.40E+01,M4.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.29,0.29,1.51E-10,-9.82E+00,,0.22,3.00E-02,-6.58E-01,,-3.20E+00,3-10,3,,,,,,,,
SSTc2dJ161243.8-381503,SSTc2dJ161243.8-381503,,Lupus,243.18229175 -38.25085441,II,Alcala 2017,2015,3.71E+03,1.71E+02,M1,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.91,0.42,1.66E-09,-8.78E+00,,0.47,1.10E-01,-3.28E-01,,-2.00E+00,3-10,3,,,,,,,,
SSTc2dJ161344.1-373646,SSTc2dJ161344.1-373646,,Lupus,243.43375286 -37.61285033,II,Alcala 2017,2015,3.13E+03,7.20E+01,M5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,0.9,0.2,1.15E-09,-8.94E+00,,0.16,3.00E-02,-7.96E-01,,-2.30E+00,3-10,3,,,,,,,,
Sz100,Sz100,,Lupus,242.10735491 -39.10033907,III,Alcala 2017,,3.06E+03,7.00E+01,M5.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.43,0.33,3.24E-10,-9.49E+00,,0.18,3.00E-02,-7.45E-01,,-3.00E+00,3-10,3,,,,,,,,
Sz103,Sz103,,Lupus,242.12612094 -39.1031041,II,Alcala 2017,,3.27E+03,7.50E+01,M4,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.41,0.3,9.12E-10,-9.04E+00,,0.25,3.00E-02,-6.02E-01,,-2.40E+00,3-10,3,,,,,,,,
Sz104,Sz104,,Lupus,242.12839542 -39.09690023,II,Alcala 2017,,3.13E+03,7.20E+01,M5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.11,0.26,1.58E-10,-9.80E+00,,0.18,3.00E-02,-7.45E-01,,-3.20E+00,3-10,3,,,,,,,,
Sz106,Sz106,,Lupus,242.16566634 -39.10703349,II,Alcala 2017,,3.78E+03,1.74E+02,M0.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,0.72,0.17,1.82E-10,-9.74E+00,,0.51,1.10E-01,-2.92E-01,,-2.50E+00,3-10,3,,,,,,,,
Sz108B,Sz108B,,Lupus,242.1792 -39.1042,II,Alcala 2017,2015,3.13E+03,7.20E+01,M5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.33,0.36,3.55E-10,-9.45E+00,,0.19,3.00E-02,-7.21E-01,,-2.90E+00,3-10,3,,,,,,,,
Sz110,Sz110,,Lupus,242.21487275 -39.05491827,II,Alcala 2017,,3.27E+03,7.50E+01,M4,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.61,0.37,2.51E-09,-8.60E+00,,0.26,3.00E-02,-5.85E-01,,-2.00E+00,3-10,3,,,,,,,,
Sz111,Sz111,,Lupus,242.22785305 -39.62865152,II,Alcala 2017,,3.71E+03,1.71E+02,M1,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.4,0.32,7.76E-10,-9.11E+00,,0.46,1.20E-01,-3.37E-01,,-2.20E+00,3-10,3,,,,,,,,
Sz112,Sz112,,Lupus,242.2313718 -39.04276106,II,Alcala 2017,,3.13E+03,7.20E+01,M5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.52,0.35,1.95E-10,-9.71E+00,,0.20,3.00E-02,-6.99E-01,,-3.20E+00,3-10,3,,,,,,,,
Sz113,Sz113,,Lupus,242.24084719 -39.039681,II,Alcala 2017,,3.20E+03,7.40E+01,M4.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,0.83,0.19,1.41E-09,-8.85E+00,,0.19,3.00E-02,-7.21E-01,,-2.10E+00,3-10,3,,,,,,,,
Sz114,Sz114,,Lupus,242.25770353 -39.08678228,II,Alcala 2017,,3.18E+03,7.30E+01,M4.8,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.82,0.42,1.02E-09,-8.99E+00,,0.23,3.00E-02,-6.38E-01,,-2.50E+00,3-10,3,,,,,,,,
Sz115,Sz115,,Lupus,242.2758902 -39.14774196,II,Alcala 2017,,3.20E+03,7.40E+01,M4.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.36,0.31,5.01E-10,-9.30E+00,,0.22,3.00E-02,-6.58E-01,,-2.70E+00,3-10,3,,,,,,,,
Sz117,Sz117,,Lupus,242.43483685 -39.22504646,II,Alcala 2017,2015,3.34E+03,7.70E+01,M3.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,2,0.43,2.24E-09,-8.65E+00,,0.29,3.00E-02,-5.38E-01,,-2.10E+00,3-10,3,,,,,,,,
Sz118,Sz118,,Lupus,242.45273223 -39.18801279,II,Alcala 2017,2015,4.35E+03,2.00E+02,K5,1.00,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.82,0.4,1.07E-09,-8.97E+00,,1.09,2.00E-01,3.74E-02,,-1.80E+00,3-10,3,,,,,,,,
THA 15-42,Sz123A,,Lupus,242.7125 -38.8875,II,Alcala 2017,,3.71E+03,1.71E+02,M1,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.1,0.25,1.55E-09,-8.81E+00,,0.46,1.20E-01,-3.37E-01,,-1.80E+00,3-10,3,,,,,,,,
NAME THA 15-42B,Sz123B,,Lupus,242.7125 -38.8869,II,Alcala 2017,,3.56E+03,1.64E+02,M2,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,0.58,0.13,1.38E-10,-9.86E+00,,0.34,9.00E-02,-4.69E-01,,-2.70E+00,3-10,3,,,,,,,,
Sz129,Sz129,,Lupus,239.81863109 -41.95286119,II,Alcala 2017,2015,4.06E+03,1.87E+02,K7,1.00,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.23,0.27,3.89E-09,-8.41E+00,,0.80,1.60E-01,-9.69E-02,,-1.20E+00,3-10,3,,,,,,,,
Sz130,Sz130,,Lupus,240.12932289 -41.72694197,II,Alcala 2017,,3.56E+03,1.64E+02,M2,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.03,0.24,7.08E-10,-9.15E+00,,0.37,9.00E-02,-4.32E-01,,-2.20E+00,3-10,3,,,,,,,,
Sz131,Sz131,,Lupus,240.20597286 -41.50108859,II,Alcala 2017,2015,3.42E+03,7.90E+01,M3,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,0.00,,1.04,0.23,5.62E-10,-9.25E+00,,0.30,4.00E-02,-5.23E-01,,-2.40E+00,3-10,3,,,,,,,,
Sz65,Sz65,,Lupus,234.86571555 -34.77144696,II,Alcala 2017,2015,4.06E+03,1.87E+02,K7,1.00,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,0.832,0.3623,1.85,0.24,1.84,0.4,2.45E-10,-9.61E+00,,0.76,1.80E-01,-1.19E-01,,-2.60E+00,3-10,3,,,,,upper limit,,,
Sz66,Sz66,,Lupus,234.86784791 -34.7716907,II,Alcala 2017,,3.42E+03,7.90E+01,M3,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,0.200,0.092,1.28,0.23,1.29,0.3,2.69E-09,-8.57E+00,,0.31,4.00E-02,-5.09E-01,,-1.80E+00,3-10,3,,,,,,,,
Sz68,Sz68,check against 459,Lupus,236.30361257 -34.29184637,II,Alcala 2017,2015,4.90E+03,2.26E+02,K2,1.00,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,5.183,2.1919,3.17,0.23,3.14,0.67,3.80E-09,-8.42E+00,,2.13,3.30E-01,3.28E-01,,-1.20E+00,3-10,3,,,,,upper limit,,,
Sz69,Sz69,,Lupus,236.32254983 -34.30785917,II,Alcala 2017,,3.20E+03,7.40E+01,M4.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,0.088,0.041,0.97,,0.97,0.22,3.31E-10,-9.48E+00,,0.19,3.00E-02,-7.21E-01,,-2.80E+00,3-10,3,,,,,,,,
Sz71,Sz71,,Lupus,236.68637198 -34.50991035,II,Alcala 2017,,3.63E+03,1.67E+02,M1.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,0.309,0.142,1.41,,1.43,0.33,8.71E-10,-9.06E+00,,0.42,1.10E-01,-3.77E-01,,-2.20E+00,3-10,3,,,,,,,,
Sz72,Sz72,,Lupus,236.96095442 -35.47650125,II,Alcala 2017,,3.56E+03,1.64E+02,M2,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,0.252,0.116,1.32,,1.29,0.3,2.19E-09,-8.66E+00,,0.38,9.00E-02,-4.20E-01,,-1.80E+00,3-10,3,,,,,,,,
Sz73,Sz73,,Lupus,236.98726393 -35.2429994,II,Alcala 2017,,4.06E+03,1.87E+02,K7,1.00,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,0.419,0.193,1.31,,1.35,0.31,6.61E-09,-8.18E+00,,0.82,1.60E-01,-8.62E-02,,-1.00E+00,3-10,3,,,,,,,,
Sz74,Sz74,,Lupus,237.02173123 -35.26480421,II,Alcala 2017,,3.34E+03,7.70E+01,M3.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,1.043,0.48,3.05,0.24,3.13,0.72,1.38E-08,-7.86E+00,,0.29,3.00E-02,-5.38E-01,,-1.50E+00,3-10,3,,,,,,,,
CD-35 10525B,Sz75/GQ Lup,,Lupus,237.3 -35.6514,II,Alcala 2017,2010,4.21E+03,1.93E+02,K6,1.00,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,1.445,0.626,2.27,0.25,2.26,0.53,1.91E-08,-7.72E+00,,0.51,1.40E-01,-2.92E-01,,-7.00E-01,3-10,3,,,,,,,,
Sz76,Sz76,,Lupus,237.37806439 -35.83094953,III,Alcala 2017,2010,3.27E+03,7.50E+01,M4,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,0.159,0.0704,1.24,0.25,1.24,0.28,5.01E-10,-9.30E+00,,0.25,3.00E-02,-6.02E-01,,-2.60E+00,3-10,3,,,,,,,,
Sz77,Sz77,,Lupus,237.94565801 -35.94558694,II,Alcala 2017,2010,4.06E+03,1.87E+02,K7,1.00,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,0.550,0.2428,1.50,0.25,1.5,0.36,1.55E-09,-8.81E+00,,0.79,1.70E-01,-1.02E-01,,-1.70E+00,3-10,3,,,,,,,,
NAME THA 15-10A,Sz81A (SW),,Lupus,238.9583 -38.0261,II,Alcala 2017,2015,3.20E+03,7.40E+01,M4.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,0.224,0.1103,1.54,0.23,1.54,0.38,8.51E-10,-9.07E+00,,0.23,3.00E-02,-6.38E-01,,-2.50E+00,3-10,3,,,,,,,,
NAME THA 15-10B,Sz81B (NE),,Lupus,238.9594 -38.0256,II,Alcala 2017,2015,3.06E+03,7.10E+01,M5.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,0.110,0.0638,1.18,0.24,1.18,0.34,2.00E-10,-9.70E+00,,0.15,3.00E-02,-8.24E-01,,-3.20E+00,3-10,3,,,,,,,,
THA 15-12,Sz82/IM Lup,,Lupus,239.0383613 -37.93503504,III,Alcala 2017,2010,4.35E+03,2.00E+02,K5,1.00,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,2.330,1.0397,2.69,0.23,2.69,0.65,7.94E-09,-8.10E+00,,1.10,0.00E+00,4.14E-02,,-1.10E+00,3-10,3,,,,,,,,
Sz83,Sz83,,Lupus,239.17629581 -37.82096485,II,Alcala 2017,,4.06E+03,1.87E+02,K7,1.00,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,1.313,0.605,2.32,0.24,2.39,0.55,6.46E-08,-7.19E+00,,0.75,1.90E-01,-1.25E-01,,-3.00E-01,3-10,3,,,,,,,,
Sz84,Sz84,,Lupus,239.51050505 -37.60075925,III,Alcala 2017,,3.13E+03,7.20E+01,M5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,0.122,0.056,1.19,0.25,1.21,0.28,5.37E-10,-9.27E+00,,0.18,3.00E-02,-7.45E-01,,-2.70E+00,3-10,3,,,,,,,,
V* HO Lup A,Sz88A,,Lupus,241.7542 -39.0386,II,Alcala 2017,,3.85E+03,1.77E+02,M0,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,0.488,0.225,1.57,0.29,1.61,0.37,7.24E-09,-8.14E+00,,0.57,1.50E-01,-2.44E-01,,-1.20E+00,3-10,3,,,,,,,,
V* HO Lup B,Sz88B,,Lupus,241.7542 -39.0383,II,Alcala 2017,,3.20E+03,7.40E+01,M4.5,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,0.118,0.054,1.12,0.24,1.12,0.26,1.82E-10,-9.74E+00,,0.20,3.00E-02,-6.99E-01,,-3.10E+00,3-10,3,,,,,,,,
Sz90,Sz90,,Lupus,241.79195563 -39.18423846,II,Alcala 2017,2015,4.06E+03,1.87E+02,K7,1.00,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,1.64,0.36,2.09E-09,-8.68E+00,,0.79,1.70E-01,-1.02E-01,,-1.60E+00,3-10,3,,,,,,,,
Sz91,Sz91,,Lupus,241.79828173 -39.06319191,III,Alcala 2017,,3.71E+03,1.71E+02,M1,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,1.36,0.31,1.86E-09,-8.73E+00,,0.47,1.20E-01,-3.28E-01,,-1.80E+00,3-10,3,,,,,,,,
Sz95,Sz95,,Lupus,241.96796376 -38.96835894,II,Alcala 2017,2015,3.42E+03,7.90E+01,M3,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,1.84,0.41,7.08E-10,-9.15E+00,,0.33,4.00E-02,-4.81E-01,,-2.50E+00,3-10,3,,,,,,,,
Sz96,Sz96,,Lupus,242.05262774 -39.14263044,II,Alcala 2017,2015,3.71E+03,1.71E+02,M1,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,2.02,0.47,8.91E-10,-9.05E+00,,0.46,1.10E-01,-3.37E-01,,-2.30E+00,3-10,3,,,,,,,,
Sz97,Sz97,,Lupus,242.09084976 -39.07263599,II,Alcala 2017,,3.27E+03,7.50E+01,M4,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,1.34,0.28,2.75E-10,-9.56E+00,,0.25,3.00E-02,-6.02E-01,,-2.90E+00,3-10,3,,,,,,,,
Sz98,Sz98,,Lupus,242.09372293 -39.07956329,II,Alcala 2017,2015,4.06E+03,1.87E+02,K7,1.00,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,3.2,0.69,5.50E-08,-7.26E+00,,0.74,2.00E-01,-1.31E-01,,-5.00E-01,3-10,3,,,,,,,,
Sz99,Sz99,,Lupus,242.10017517 -39.09706504,II,Alcala 2017,,3.27E+03,7.50E+01,M4,0.50,medium resolution spectra,310-2500 nm,VLT X-shooter,Line Strength,Hydrogen lines Helium lines Calcium lines Sodium Lines Oxygen Lines ,,,,,,0.89,0.2,4.07E-10,-9.39E+00,,0.22,3.00E-02,-6.58E-01,,-2.60E+00,3-10,3,,,,,,,,
V* UY Cha,T23,,Chameleon I,166.7458 -77.3150,II,Muzerolle 2005,"December 30, 2003",3138,,M4.25,,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,0.120,,,,1.2,,,,,0.18,,,,,,2,,,,,,disk classification from Luhman et al. 2008,,
V* SX Cha,T3E,,Chameleon I,164 -77.4111,U,Muzerolle 2005,"December 30, 2003",3342,,M0.5,,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,,,,,,,,,,0.35,,,,,,2,,,,,,,,
V* SX Cha,T3W,,Chameleon I,164 -77.4111,U,Muzerolle 2005,"December 30, 2003",3850,,M3.5,,Echelle Spectra,3200 - 10000 A,MIKE,Line Width,Ha 10% width,,0.270,,,,1.2,,,,,0.73,,,,,,2,,,,,,,,
NAME TW Hya b,TWHya,,TW HyA,165.46627262 -34.70473099,II,Herczeg 2009,"May 28, 2008",4060,,K7,,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.83,,7.94E-10,-9.1,,0.77,,-0.1135092748,,-1.7,,8,,,,,,,,
UScoCTIO 112,UScoCTIO 112,,Upper Scorpio,240.1125 -20.9422,II,Herczeg 2009,"May 28, 2008",3058,,M5.5,,Low resolution spectra,3200-9000 A,Keck I/LRIS,Excess,Excess Balmer,,,,,,0.37,,6.31E-13,-12.2,,0.09,,-1.045757491,,-5.4,,11,,,,,,,,
V* UY Aur,UYAur,,Taurus,72.94745851 30.78709784,II,Gullbring 1998,December 1996,,,K7,,medium resolution spectra,3200 - 5200 A,MMT,Excess,Excess Balmer,,,,,,2.6,,6.56E-08,-7.183096161,,0.42,,,,0.268,,1,,,,,,,,
,PDS 70 b,,Centaurus,212.04231047 -41.39793796,II,Haffert 2019,,,,,,R=1740 - 3450 spectroscopy,480-930nm,MUSE VLT,Line Width,10% width Ha,,,,,,,,1.908E-011,,,0.01,,,,,,5.40,Companion,,,,,,,
,PDS 70 c,,Centaurus,212.04231047 -41.39793796,II,Haffert 2019,,,,,,R=1740 - 3450 spectroscopy,480-930nm,MUSE VLT,Line Width,10% width Ha,,,,,,,,9.542E-012,,,0.00,,,,,,5.40,Companion,,,,,,,
,PDS 70 b ,,Centaurus,212.04231047 -41.39793796,II,Wagner 2018,,,,K7,,,656nm,MagAO Magellan,Line Strength,Ha Line Strength,,,,,,,,1.904E-012,,,0.01,,,,,,5.00,Companion,,,,,,,
,DH Tau b,,Taurus,67.423583 26.549028,II,Zhou 2014,,2.350E+003,1.500E+002,,,optical broadband photometry,optical,,Excess,Excess Balmer,8.360E-018,,,,,,,3.162E-012,,,0.01,,,,,,4.34,Companion,,,,,,,
,DH Tau b,,Taurus,67.423583 26.549028,II,Zhou 2014,,2.200E+003,,,,optical broadband photometry,optical,,Excess,Excess Balmer,8.360E-018,,,,,,,5.011E-012,,,0.01,,,,,,4.34,Companion,,,,,,,
,Lk Ca 15b,,,69.8250 22.35094,II,Sallum 2015,,,,,,spectroscopy,300 nm to 2.2 μm,X-Shooter and VLT,Line Luminsoity ,Ha Line Strength,,,,,,,,5.725E-010,,,0.00,,,,,,2.00,Companion,,,,,,,
,PDS 70 b ,,Centaurus,212.04231047 -41.39793796,II,Aoyama 2019,,,,,,narrowed down from Haffert and Wagner,,,,,,,,,,,,3.817E-011,,,0.01,,,,,,,,,,,,,,
,PDS 70 c,,Centaurus,212.04231047 -41.39793796,II,Aoyama 2019,,,,,,narrowed down from Haffert and Wagner,,,,,,,,,,,,9.542E-012,,,0.01,,,,,,,,,,,,,,
