Sixth Catalog of Orbits of Visual Binary Stars: Orbits																					
RA(2000).	DEC(2000)	WDS.......	DD............	HD....	V1.11	*	V2.22	*	PPPPP.PPPPPP	*	eee.eeeeee	AAA.AAAAA	*	ee.eeeee	III.IIII	eee.eeee	NNN.NNNN	eee.eeee	TTTTT.TTTTTT	*	eee.eeeeee
200932.98	334053.8	20096+3341	BD+33 3766	191589	7.28				377.3	d		2.42	m	1.8	122.5	32	255.1	34.3	48844.02	d	
201013.32	435644.2	20102+4357	STT 400	191854	7.6		9.83		85.61	y		0.449	a		116.4		142.2		1970.27	y	
201118.26	-4917.3	20113-0049	MKT  10Aa Ab	191692	3.23				17.122	d	0.001	3.2	m	0.1	143.5	3	99	5	47801.7	d	0.1
201215.32	-80532.1	20123-0806	BU 1205	191841	7.5		8.8		139.9	y		0.486	a		78.3		231.24		1983.5	y	
201326.74	-461203.6	20134-4612	CD-4613445	191760	8.25				505.6	d	0.4	1.9	m	0.8	15.4	13.9	85.8	31.3	54835.7	d	2.1
201333.86	-382651.5	20136-3827	GC 28055	191889	6.91				737.8686	d	34.038	11.25	m	0.94	105.86	5.06	119.25	5.1	47644.0625	d	40.7013
201337.9	464428.8	20136+4644	WRH  33Aa Ab	192577	3.93				10.04	y		0.043	a		104.7		144.9		1963.012	y	
201504.77	374145.1	20151+3742	COU2416	192744	8		8.5		56.88	y		0.223	a		37.8		95.7		1995.77	y	
201521.5	641153.5	20154+6412	MLR  60AB	193215	8.46		8.5		50	y		0.239	a		107.5		176		1963.9	y	
201528.32	474251.1	20155+4743	omi 2 Cyg	192909	4.02	v			1147.51	d		3.4	m	0.2	57.1	4.2	48	2.3	52646.9	d	
201540.26	433859.6	20157+4339	A  2095AB	192911	9.06		9.82		148.58	y		0.345	a		94.5		147.5		2049.9	y	
201546.16	274851.2	20158+2749	CHR  94Aa Ab	192806	4.52				25.33	y		0.111	a		71.5		97.5		2009.56	y	
201654.53	501643.4	20169+5017	BD+49 3245	193216	8.2				418.77	d		3.7	m	0.8	124.9	12.1	174.1	8.6	50218	d	
201734.66	262213	20176+2622	BU  984	193095	8.22		9.39		286.5759	y	28.928	0.8	a	0.0523	70.19	7.45	43.99	3.16	2080.014	y	9.62
201806.99	404355.6	20181+4044	CHR  96Aa Ab	193322	5.8				35.2	y	1.45	54.5	m	3.7	46.2	6.9	255.2	15	1994.84	y	1.69
201806.99	404355.6	20181+4044	CIA   6Ab1 2	193322	5.8				312.4	d		3.9	m	1.2	51	34	25	19	50123.5	d	
201813.44	291215	20182+2912	A  1205	334100	9.17		10.08		493.2	y		1.942	a		98.1		285.72		1970.78	y	
201949.69	452149.7	20198+4522	STT 406	193701	7.25		8.74		113.5	y		0.336	a		128.7		101.3		1914.5	y	
202003.65	233817.2	20201+2338	SAO 88531	193554	8.29				832.0012	d	50.1881	14.95	m	1.45	36.29	10.76	97.88	21.03	48574.1094	d	50.8726
202014.47	-343506.6	20202-3435	I  1416	193194	7.09		8.19		18.6	y		0.1521	a		99.8		125.5		1957.8	y	
202015.22	392411.8	20203+3924	A  1427AB	193702	6.57		8.17		82.55	y		0.207	a		49.2		78		1947.5	y	
202027.98	435116.3	20205+4351	IOT   2Aa Ab	193793	6.85				2896.35	d	0.9	8.99	m	0.19	118.9	0.9	354.2	0.7	46155.7	m	3
202028.13	-274928.4	20205-2749	RST3255	193280	10.6		10.6		45.7	y		0.217	a		55.4		98		1951.9	y	
202046.55	-144705.5	20210-1447	BAR  12Ba Bb	193452	6.16		9.14		538.62	y		0.943	a		112.6		96.6		2073.19	y	
202057.88	443629.7	20210+4437	A   725		9.46		10.23		166.85	y	7.08	0.715	a	0.021	65.7	1.7	226.4	0.9	1959.85	y	0.97
202100.67	-144653	20210-1447	BLA   7Aa Ab	193495	3.1		4.9		3.765	y		0.0665	a	0.0023	80.9	3.2	34.3	2.1	2015.704	y	0.035
202100.67	102821	20210+1028	J   838	357347	11.52		12		239.84	y		7.451	a		77.6		103		1967.51	y	
202117.43	25021.9	20213+0250	HLD 158		9.71		9.78		291	y		0.97	a		128		43.4		1961.5	y	
202135.69	192940.1	20216+1930	COU 327AB	193797	9.1		9.1		42.46	y	1	0.147	a	0.002	85	0.5	68	0.5	1986.6	y	0.1
202205.35	454741.6	20221+4548	HR 7798	194152	5.59				1124.06	d		4.3	m	0.6	23.9	9	243.5	3.8	49281	d	
202308.98	205151.1	20231+2052	A   288	194113	8.72		8.98		163.2	y		0.206	a		30		24.5		1979.2	y	
202353.17	-422522.2	20239-4225	BU  763AB	193807	5.67		7.25		700	y		2.032	a		80		40.7		1912	y	
202505	593600.4	20251+5936	A   730	194882	6.94		7.63		88.44	y	1.1	0.197	a	0.02	129.6	4.3	56.6	4	1932.47	y	0.4
202505	593600.4	20251+5936	A   730	194882	6.94		7.63		175.089	y		0.231	a		118.5		152.2		2038.638	y	
202644.38	-433356.4	20267-4334	I  1420	194327	9.38		9.61		81.5	y		0.457	a		79.9		159.3		1980.4	y	
202652.97	-372410.6	20269-3724	R   321	194433	6.58		8.09		177.5	y		1.045	a		140		148		1949.5	y	
202724.67	724438.2	20274+7245	A   871		9.4		9.6		149	y		0.316	a		57		72.1		2024	y	
202851.62	-174849.2	20289-1749	SHJ 323AB	194943	4.97		6.88		278	y		1.877	a		113.3		162		1965	y	
202902.58	70929.3	20290+0710	A   610	195090	9.52		9.91		170.62	y		0.472	a		30.3		72		1984.25	y	
202934.83	625938.9	20296+6300	the Cep	195725	4.22				840.6	d		19.79	m	0.55	104	1.6	95.4	1.7	16214.5	d	
202948.41	94119.3	20298+0941	AST   2AB		13.11		16.38		1.4731	y	0.0008	0.0332	a	0.0002	34.3	0.7	75.5	0.2	1998.5668	y	0.0013
203010.77	265035.2	20302+2651	WOR   9AB	340345	10.5		10.63		210.09	y		1.421	a		108		154.3		1937.47	y	
203033.47	134902.4	20306+1349	HDS2932	195397	8.61		9.23		26.1	y	0.6	122.4	m	3.9	66.9	1.6	170.5	2	2006.12	y	0.09
203104.33	-150321.8	20311-1503	FIN 336	195330	6.8		7		55	y	3.2	0.1581	a	0.0063	66.2	2	150.8	4.5	1967.6	y	1.9
203106.12	154827.5	20311+1548	A  1675	195481	7.14		8.65		49.62	y		0.145	a		109.4		142.6		1947.75	y	
203107.72	333233.6	20311+3333	COU1962		9.03		9.51		33.13	y		0.213	a		71.5		109.9		1979.57	y	
203111.94	111533.7	20312+1116	DA    1BC	195482	7.9		8		236.52	y		0.448	a		68.6		180.3		1998.22	y	
203113.51	51308.7	20312+0513	AG  257		9.49		9.77		1996.6	y	170.5	3.763	a	0.156	74.2	8.4	61.2	8	1945.9	y	130.3
203158.19	254818.1	20320+2548	STF2695	195692	6.58		8.75		269	y		0.773	a		84.1		77.4		2016.37	y	
203231.57	-163634.4	20325-1637	SEE 512	195536	7.94		8.04		82.18	y	0.2	0.29	a	0.003	99.5	2	125.8	3.5	1996.66	y	0.1
203251.64	415354.5	20329+4154	BLA   8	195987	7.09				57.32178	d	0.00029	15.378	m	0.027	99.364	0.08	334.96	0.07	51353.813	d	0.038
203252.76	114437.2	20329+1142	J     1AB		10.04		10.57		528.391	y	34.998	1.5446	a	0.1719	58.5	3.4	38.8	5.3	2396.217	y	5.49
203253.06	135809.1	20329+1357	L    35CD		10.6		10.92		117.92	y		0.426	a		166		294.9		1974.32	y	
203259.04	495028.3	20330+4950	MCA  61	196088	6.7				184.75	y	33.29	0.133	a	0.016	46	3.8	219.5	4.5	1986.09	y	0.66
203319.89	332322.4	20333+3323	HJ 1535A	195992	8.23				1437	d	208	15.5	m	3.2	93	4	178	7	49417	d	600
203444.16	-631842	20347-6319	HU 1615	195429	8.07		8.21		357.17	y		0.387	a		46		257.5		1999.08	y	
203720.82	753556.7	20374+7536	HEI   7	197433	7.68		10.48		30.64	y		0.469	a		34.4		26.4		1996.75	y	
203732.87	143542.7	20375+1436	BU  151AB	196524	4.11		5.02		9745.8	d	1.4	0.43701	a	0.00016	61.323	0.03	357.179	0.029	37961.5	m	4
203732.87	143542.7	20375+1436	BU  151B	196524	5.02				435.3	d	5.6	0.221	m	0.04	87.2	4.6	128.3	4	52941	m	20
203732.87	143542.7	20375+1436	BU  151B	196524	5.02				201.9	d	1.1	0.217	m	0.057	84.3	3.4	124.2	3.9	53013.5	m	7.8
203820.27	-10618.3	20383-0106	71 Aql	196574	4.31				205.2	d		3.82	m	0.81	147.7	5.9	314	1.3	23358	d	
203907.78	100510.3	20391+1005	kap Del	196755	5.1		9.1	>	45	y	5	0.52	a	0.03	107	18	326	17	1971.2	y	1.8
203916.32	-145717	20393-1457	HU  200AB	196662	5.38		7.31		420	y		0.48	a		75		93		1915	y	
203933.31	403446.8	20396+4035	STT 410AB	197018	6.73		6.83		14.08	c	22.42	0.751	a	0.016	126	45	203	72	1708	y	95
203937.2	45818.7	20396+0458	BAG  14Aa Ab	196795	8.8		9.9		2.51	y	0.01	0.12	a	0.002	18.2	2.5	173.6	10.9	2000.55	y	0.01
203937.2	45818.7	20396+0458	KUI  99AB	196795	8.28		9.63		39.4	y	0.2	820	m	30	86.9	0.1	128.5	0.2	1975	y	0.3
203938.25	155443.4	20396+1555	WCK   2Aa Ab	196867	3.86		6.43		17	y		0.158	a		160		129		1983.8	y	
203951.88	111458.8	20399+1115	CVN  17Aa1 2	196885	5.5				3.63	y	0.01	0.065	a	0.003					2002.85	y	0.02
203951.88	111458.8	20399+1115	CVN  17Aa Ab	196885	5.5		9.1		72.06	y	4.59	0.636	a	0.026	116.8	0.7	79.8	0.1	1985.59	y	0.39
204100.36	390456.4	20410+3905	MCA  62Aa Ab	197226	6.51				56.41	y		0.134	a		86.2		93.6		1974.08	y	
204151.16	-322606.7	20452-3120	LDS 720BC	196982	11.36	v	11.49		141.39	y		2.616	a		148.4		82.6		2035.1	y	
204319.41	552052	20433+5521	LLO   1		9	k	13.7	k	1104	d	9	92.9	m	2.1	82.7	3	22	1.3	53031	d	13
204500.23	124336.5	20450+1244	BU   64AB	197683	9.14		8.56		2559.04	y		2.677	a		75.1		159.3		1951.41	y	
204521.2	573449.1	20454+5735	CIA   1Aa Ab	198084	5.2		5.5		523.4192	d	0.101	0.065	a	0.001	24.53	3.13	325.21	1.05	50206.004	m	0.609
204613.31	155426.4	20462+1554	STF2725AB	197913	7.54		8.2		2945.18	y		7.145	a		63.5		192.7		1622.77	y	
204639.5	160727.4	20467+1607	STF2727AB	197964	4.36		5.03		3249	y		10.22	a		148.78		88.06		2305	y	
204724.53	362926.7	20474+3629	MCA  63Aa Ab	198183	5.4		5.8		11.63	y		0.048	a		135		150		1982.19	y	
204724.53	362926.7	20474+3629	STT 413AB	198183	4.73		6.26		391.3	y		0.777	a		133.8		138.6		1795	y	
204923.53	112409.6	20494+1124	J   194AB		10.32		9.97		159	y		0.88	a		123		31		1958	y	
205041.84	-311545.4	20507-3116	B   997	198340	8.66		10.1		63.67	y	34.66	0.207	a	0.053	41.5	8.1	281.1	27.2	2014.34	y	14.29
205125.69	-53735.9	20514-0538	STF2729AB	198571	6.4		7.43		199.8	y	3	0.844	a	0.015	65.13	0.7	173.36	0.86	1896.99	y	0.81
205154.49	54429.5	20519+0544	A   613	198684	9.1		9.03		695	y		1.05	a		118		178.4		2605	y	
205216.39	-395950.5	20523-4000	NLTT 50017		10.39				917.3	d	1.1	10.8	m	1.3	160.9	2.5	143.1	8.6	54681.5	d	0.2
205221.84	200741.6	20524+2008	HO  144	198810	7.98		8.95		1644	y	186	1.031	a	0.071	91.5	0.1	168.9	0.1	1944.84	y	0.07
205235.31	-160929.8	20526-1609	SPF   2		15.57		16.3	K	32	y		0.147	a		45		327		53654.31	d	
205244.94	460647.7	20527+4607	A   750		9.11		10.26		30.45	y		0.212	a		128.7		65.9		2013.49	y	
205341.31	591827.7	20537+5918	A   751	199306	7.66		7.96		56.87	y		0.169	a		130.6		177.3		1976.04	y	
205449.84	324223.2	20548+3242	STT 418	199220	8.23		8.27		787	y		1.832	a		93.3		111.7		1826.9	y	
205502.41	280525.6	20550+2805	BU  367AB	199221	8.31		9		99.99	y		0.407	a		68.5		118.5		1934.17	y	
205531.91	140834	20555+1409	BD+13 4571		9.13				1295	d	148	28.4	m	2.5	89	4	338	92	49237	d	443
205612.31	-314558.7	20562-3146	B  1001	199147	9.4		9.7		265.93	y	10.98	0.322	a	0.016	131.2	3.7	187	5.1	1969.51	y	2.93
205819.38	442817.5	20583+4428	GC 29274	199870	5.56				635.1	d		7.48	m	0.64	32.4	2.4	306.2	4	39186.1	d	
205843.5	442452.7	20587+4425	BD+43 3779	199939	7.44				584.9	d		1.42	m	0.8	45.8	62.7	185.1	87.6	45255.1	d	
205904.54	41737.8	20591+0418	STF2737AB	199766	5.96		6.31		101.485	y		0.6474	a		92.17		105.15		1920.37	y	
205904.54	41737.8	20591+0418	STF2737AB C	199766	5.3		7.05								110.9		253.9		1900	y	
205905.38	-131256.6	20591-1313	HU   83	199668	9.38		9.41		174	y		0.251	a		47		101.5		2055	y	
205949.55	473115.4	20598+4731	MCA  65Aa Ab	200120	4.8		7.64		161.5	y		0.208	a		145.8		205.2		2024.3	y	
205955.1	401529.9	20599+4016	LSC   1Aa1 2	200077	7		8.2		112.5132	d	0.0013	14.453	m	0.018	118.682	0.08	89.403	0.028	53830.169	m	0.014
205955.1	401529.9	20599+4016	LSC   1Aa1 2	200077	7		8.2		0.3081	y		0.01391	a		59.8		69.8		2013.0444	y	
205955.1	401529.9	20599+4016	LSC   1Aa1 2	200077	7		8.2		0.3081	y		0.01391	a		120.2		84.7		2013.0444	y	
210003.95	73058.2	21001+0731	KUI 102	199942	6.23		8.13		58.4	y		0.295	a		130.8		192		1959.09	y	
210004.89	400415.1	21000+4004	KUI 103		10.49	v	12.4		29.16	y		0.725	a		53		96.8		2006.23	y	
210048.88	-82034.6	21008-0821	BU  678AB	199976	8.2		11.26		720	y		4.74	a		64		167.9		2550	y	
210126.09	403704.6	21014+4037	HDS2995	200325	7.31		10.68		69.57	y	0.24	0.396	a	0.006	127.4	0.9	132.2	1.4	2007.79	y	0.23
210236.08	214128.2	21026+2141	BU   69AB	200392	8.35		9.8		443	y		0.996	a		76.9		127.9		2256	y	
210248.62	455056	21028+4551	BU 1138AB	200595	7.1		7.3		314.09	y		0.26	a		96.4		181.7		2003.29	y	
210303.09	13155.9	21031+0132	STF2744AB	200375	6.76		7.33		1532	y		2.56	a		137		91		2060	y	
210407.55	25943.4	21041+0300	DSG   6Aa Ab	200580	7.6		9.1		1.03441	y		21.6	m	0.6	359.7	0.2	101	26	1986.5691	y	
210407.55	25943.4	21041+0300	WSI   6AB	200580	7.5		9.5		21.5	y	6.6	0.231	a	0.041	65.4	6.2	102.3	6.6	1985	y	6.9
210424.32	-195117.8	21044-1951	FIN 328	200499	5.02		7.39		27.85	y	0.15	0.265	a	0.003	162.6	0.5	171.1	15	2002.46	y	0.09
210445.21	33157.6	21047+0332	SE    3BC		9.6		10.2		654.22	y	99.48	1.342	a	0.173	61.2	3.7	162.4	4.1	1971.46	y	10.02
210507.95	75644.4	21051+0757	HDS3004AB	200746	7.98		11.81		80.42	y	163.73	0.463	a	0.326	58	21.2	88.1	32.2	2016.78	y	1.39
210534.47	602933.5	21056+6030	A   758AB	239570	9.89		10.76		270	y		0.304	a		51		115.8		2015	y	
210548.62	-574411.1	21058-5744	HU 1625	200424	8.86		9.5		560.04	y		0.657	a		81.6		222.1		2072.29	y	
210653.94	384457.8	21069+3845	STF2758A	201091	5.2	v			4.9	y		0.14	a		134		94		1953.2	y	
210653.95	384457.9	21069+3845	STF2758AB	201091	5.2	v	6.05		678	y	34	24.272	a	0.592	51	2	178	2	1709	y	16
210710.15	-135522.1	21072-1355	STF2752AB	200968	7.29		9.99		507.7	y		3.876	a		54		335.5		2124.1	y	
210726.28	-81405.6	21074-0814	BU  368AB	201038	7.56		8.24		345.28	y	15.75	0.576	a	0.013	87.6	0.6	270.1	0.5	1954.64	y	1.11
210800.68	50906	21080+0509	STT 527	201221	7.14		8.14		561.15	y		0.5576	a		117.09		91.3		1950.18	y	
210921.52	-731020.2	21094-7310	I   379A	200525	5.68				5.873	y	5.407	68	m	54	90	2	13	92	1994.189	y	4.142
210921.52	-731020.2	21094-7310	I   379A	200525	5.68				6.65	y	5.739	88	m	74	91	1	17	92	1994.539	y	4.496
210959.3	263654.7	21100+2637	BD+26 4091	201626	8.13				1465	d		7.46	m	1.2	64.8	21.6	104.4	13.6	45970	d	
211054.76	292523	21109+2925	BAG  29		11.06		11.5		12.88	y	0.06	0.1842	a	0.0002	29.6	0.9	146.7	0.9	2006.145	y	0.005
211122.79	-522021.3	21114-5220	HU 1626	201427	7.27		8.82		167	y		0.894	a		141.9		142.8		2056	y	
211128.93	214401	21115+2144	COU 227		10.05		11.77		198.66	y		0.669	a		52.9		126.3		2031.7	y	
211148.24	595911.8	21118+5959	MCA  67Aa Ab	202214	6.5		7.1		56.93	y		0.066	a		120.5		141.8		2001.45	y	
211231.11	282039.1	21125+2821	HO  152	202015	8.87		9.39		219.1	y		0.366	a		67.7		135.4		2018.4	y	
211327.24	71304.9	21135+0713	BU  270AB	202073	7.42		9.4		113	y		0.348	a		115.2		163		1938	y	
211328.77	155856.8	21135+1559	HU  767	202128	7.05		7.13		34.33	y	0.12	0.1907	a	0.002	66.66	0.61	169.64	0.82	1978.083	y	0.092
211342.46	642415.1	21137+6424	H 1  48	202582	7.21		7.33		81.64	y		0.641	a		82.7		62.3		2003.92	y	
211404.9	581749.8	21141+5818	STF2783	202519	7.71		8.07		1760	y		1.685	a		113.8		48.3		1835	y	
211428.81	100025.1	21145+1000	STT 535AB	202275	5.19		5.52		2084.03	d	0.1	231.965	m	0.008	99.4083	0.0098	23.362	0.012	53112.071	m	0.052
211441.1	-4955	21147-0050	A   883AB	202260	7.46		8.3		81.11	y	0.78	0.167	a	0.003	126.8	1.8	116.6	2.8	1946.27	y	2.14
211447.35	380239.6	21148+3803	AGC  13B	202444	6.57				810	d	18	0.796	m	0.149	92.6	1.9	78.7	2.5	53139	m	48
211447.49	380243.1	21148+3803	AGC  13AB	202444	3.83		6.57		18125.4	d	7.7	0.913	a	0.0013	134.44	0.15	339.75	0.13	47553	m	17
211545.84	-531547	21158-5316	FIN 329	202103	6.33		6.8		36.04	y	0.59	0.179	a	0.006	107.1	0.7	260.5	3.3	1997.91	y	3.77
211549.4	51453.1	21158+0515	WRH  35	202447	3.92				98.8	d	0.004	11.987	m	0.078	151.5	1.1	33.9	2.2	47592.1	d	6.9
211617.12	441417.6	21163+4414	BD+43 3866	202710	6.37				1217.2	d		2.7	m	0.6	65.9	5.9	91.4	4.7	49809.1	d	
211834.85	113408.2	21186+1134	BU  163AB	202908	7.31		8.88		78.54	y		0.5177	a		100.36		255.03		1987.048	y	
211922.18	381414.9	21194+3814	CIA   5Aa Ab	203156	4.7	k	8.47	k	1938.6	d	1.2	8.54	m	0.51	124.7	1.8	206.3	9.4	43616.1	d	7.3
211945.62	-262110.3	21198-2621	BU  271AB	202940	6.73		9.76		157.5	y	7.5	2.46	a	0.38	60.6	3.2	217.6	12.2	1862.9	y	4.8
211958.84	525844.1	21200+5259	STF2789AB	203380	7.71		7.87		180	c		12	a		96		290		550	y	
211958.84	525844.1	21200+5259	STF2789AB	203380	7.71		7.87		180	c		12	a		111		97		1035	y	
212050.01	322708.4	21208+3227	STT 437AB	203358	7.15		7.42		14.21	c	12.74	2.5894	a	0.0043	141	13.8	255	44	1789.6	y	9.9
212055.78	30705.6	21209+0307	BU  838	203235	7.92		10.02		1280	y		2.342	a		40.8		12.9		2050	y	
212121.56	101956.6	21214+1020	A   617	203345	7.5		7.5		6.03	y		0.097	a		135		288		1991.9	y	
212205.13	194815.7	21221+1948	STFB 11AB	203504	4.2		9.3		17500	y		26.06	a		30		212		8212	y	
212205.13	194815.7	21221+1948	STFB 11AB	203504	4.2		9.3		13500	y		21.97	a		18		131		7315	y	
212205.13	194815.7	21221+1948	STFB 11AB	203504	4.2		9.3		17500	y		26.06	a		38		85		9717	y	
212220.42	573354.6	21223+5734	A   764AB	203802	8.23		10.69		150	y		0.965	a		61.5		51		1897	y	
212416.13	373944.2	21243+3740	WSI   7	203940	7.81				17.8	y	1.9	0.167	a	0.015	122.1	4.8	247.3	7.8	2014.6	y	1.3
212419.75	34300.8	21243+0343	A  2288	203789	9.97		10.27		122.72	y	2.29	0.3	a	0.007	139.4	1.8	135.4	4.3	1950.41	y	0.5
212424.8	-410024.1	21244-4100	BU  766AB	203585	6.24		6.88		464.66	y		0.836	a		111.8		113.8		2042.14	y	
212440.42	-681341.7	21247-6814	GC 29928	203244	6.97				1060.6122	d	54.9827	31.78	m	2.28	110.25	2.49	70.71	2.21	48167.8906	d	28.3166
212505.66	92302.6	21251+0923	BU  164AB	203943	8.17		8.3		361.54	y		0.555	a		104.5		79.3		2023.74	y	
212530.78	20235	21255+0203	A  2289AB	203993	7.82		9.27		159.45	y	21.43	0.207	a	0.013	111	3.1	141.1	4.2	2008.15	y	1.85
212640.03	-222441	21267-2225	zet Cap	204075	3.75				2378.2	d		8.56	m	4.3	111.7	20.7	190.7	50	45996	d	
212720.16	-321748.8	21273-3218	B  1007	204107	9.7		9.9		119.1	y		0.158	a		50.8		197.4		1971.7	y	
212723.25	-70056.1	21274-0701	HDS3053	204236	7.97		9.14		20.93	y	0.84	0.166	a	0.005	51.1	1.7	152.8	2.2	2015.86	y	0.35
212742.75	571919.7	21277+5719	Tr 37 379	204613	8.22				862	d	35	12.4	m	1.2	135	10	107	99	48722	d	154
212839.58	703338.5	21287+7034	LAB   6Aa Ab	205021	3.2		6.6		83	y		0.195	a		87.3		46.4		1997.99	y	
212852.79	110505.2	21289+1105	STF2799AB	204509	7.37		7.44		978	y	861	2.098	a	0.132	131	12.6	187	29	1735	y	51
213118.6	-94726.3	21313-0947	BLA   9		12.1		14.2		703.2	d	0.6	0.1409	a	0.0005	46	1	324.4	0.4	50456	m	1
213256.58	495839.4	21329+4959	CHR 102	205314	6.4		6.62		9.68	y		0.055	a		58.6		223.7		1984.26	y	
213527.03	242707.9	21355+2427	HU  371	205541	6.83		7.27		178.6	y		0.272	a		59.7		136.9		1870.2	y	
213647.56	-304328.7	21368-3043	VOU  35AB	205545	8.71		9.2		19.819	y	0.01	0.145	a	0.002	114.3	1	114	1.4	2003.751	y	0.093
213656.98	402448.6	21369+4025	74 Cyg	205835	5.05				574.632	d	9.4158	8.56	m	0.91	102.1	4.39	18.92	4.91	48579.5391	d	18.6175
213658.67	825516.5	21370+8255	STF2837	207146	8.84		9.36		530	y	80	3.3	a	0.3	112	5	244	6	2133	y	20
213745.04	-75114.9	21378-0751	MCA  68	205767	4.8		7		25.5	y	3	0.28	a	0.03	95	12	300	17	1970.4	y	2.5
213800.07	274326.1	21379+2743	HDS3080Aa Ab		10.17		11.75		68	y		1.5	a		153		64		1945	y	
213817.78	233554.5	21383+2336	HU  372		10.16		10.11		390	y		0.31	a		28		30.2		2015	y	
213930.24	300922.2	21395+3009	A   772	206168	8.7		9.8		138.7	y		0.198	a		152.7		42.8		1999.56	y	
213931.39	-304.1	21395-0003	BU 1212AB	206058	6.94		8.44		48.65	y		0.448	a		58		139.3		1971.55	y	
213954.19	273645.4	21399+2737	HDS3083		11.95		13.22		12.75	y	0.13	0.2169	a	0.0026	69.4	0.6	149.8	0.6	2006.893	y	0.154
214005.34	-163944.1	21401-1640	gam Cap	206088	3.68				800.586	d	74.9616	12.85	m	1.62	68.07	6.04	63.16	4.47	48675.4258	d	30.881
214029.32	162518.4	21405+1625	CLO   2Aa Ab		13.37		14.15		20.1	y	3.5	0.141	a	0.008	46.2	5.6	104	7	2012	y	1.3
214100.68	292025.5	21410+2920	STT 448	206373	8.93		9.17		264	y		0.52	a		122.1		46.8		2029	y	
214128.47	-772322.1	21415-7723	BLM   6	205478	3.73				2.84	y		0.052	a		65		118		1906.471	y	
214209.98	-410727.2	21422-4107	GJ 9748	206276	8.82				1338	d	122	33.3	m	3.2	40	6	124	100	49441	d	618
214218.45	55443	21423+0555	HU  280	206512	8.33		8.5		170.43	y		0.214	a		46.3		315.1		1794.63	y	
214222.94	410437.3	21424+4105	KUI 108	206644	6.33		6.72		26.49	y		0.153	a		142.4		12.3		1974.72	y	
214233.41	410251	21426+4103	BU  688AB	206656	8.1		8.62		110.67	y		0.394	a		100.4		185.2		1948.42	y	
214325.99	235305.4	21434+2353	HU  374	206719	9.4		9.4		130	y		0.229	a		120.5		26.9		1983.1	y	
214334.21	-110808.8	21436-1108	LV   10	206624	9.19		10.24		1219.17	y		2.039	a		36.2		9.1		2038.43	y	
214354.25	275048.8	21439+2751	HO  166	206792	8.36		8.25		80.5	y		0.303	a		144.8		103.2		1936.14	y	
214408.57	284433.4	21441+2845	STF2822AB	206826	4.75		6.18		789	y		5.32	a		75.5		110.1		1958	y	
214438.7	253842	21446+2539	BU  989AB	206901	4.94		5.04		4224.76	d	0.74	234.94	m	1.82	107.911	0.029	289.037	0.021	52401.52	m	0.96
214438.7	253842	21446+2539	BU  989B	206901	5.04				5.971497	d	0.000001	2.52	m	0.026	125.7	5.1	244.1	2.3	52402.22	m	0.1
214554.14	115236.6	21459+1153	A  1223AB	207033	9.77		9.6		44.046	y	1.374	0.123	a	0.018	160.7	40.4	14.8	8.3	1972.549	y	1.175
214635.68	-574204.3	21466-5742	FIN 283	206804	9.57		9.68		12.46	y		0.324	a		113		109		1986	y	
214653.48	5102.9	21469+0051	STF2825	207136	8.14		9.06		668	y		0.99	a		69.8		110.2		2136	y	
214744.17	-305353.9	21477-3054	FIN 330AB	207155	5.8		5.8		19.957	y	0.05	0.137	a	0.004	103	2	29.1	2	2006	y	0.07
214744.82	-181246.9	21477-1813	CHR 223	207208	7.6		9.3		113.86	y		0.365	a		99.8		284.3		2018.85	y	
215008.64	171709.4	21501+1717	COU  14	207652	5.74		6.94		9622.8	d	4.1	0.36245	a	0.00026	70.379	0.029	230.698	0.028	47848.3	m	6.2
215034.7	-241111.4	21506-2411	CD-2416860	207585	9.78				670.6	d		3.44	m	1.4	107.3	32.4	302.1	28.5	47319	d	
215101.97	291031.4	21510+2911	A   889	207794	9.23		10.48		20.78	y		0.17	a		43.7		40.6		1954.28	y	
215104.93	665014.7	21511+6650	HU  972	208074	9.09		9.54		150.81	y		0.321	a		47.3		189.1		1963.65	y	
215336.03	-101841.8	21536-1019	FIN 358	208008	8.66		6.71		49.38	y	1.98	0.0791	a	0.0025	30.5	11.4	289.4	40.9	1976.32	y	1.86
215346.85	-200023.7	21538-2000	HU  380BC		10.34		10.56		116.61	y		0.315	a		128		76.1		1949.62	y	
215354.79	282032	21539+2821	WSI   8	208174	6.79				831.1756	d	64.2443	5.25	m	0.76	35.63	17.36	67.41	38.98	48177.7734	d	97.9153
215417.44	194305.3	21543+1943	COU 432BC		8.8		9		29.53	y		0.12	a		125		178.4		1986.97	y	
215505.58	-314747.8	21551-3148	I  1449	208166	10.03		10.27		106.7	y		0.239	a		135.2		138.9		2003	y	
215511.34	-615311	21552-6153	HDO 296AB	207964	6.6		6.8		27.94	y	0.32	0.276	a	0.009	83.2	0.5	282	0.4	1997.59	y	0.41
215531.42	105249.5	21555+1053	BU   75AB	208348	8.4		8.56		158.5	y		0.755	a		62		30.2		1968.6	y	
215533.91	384859.8	21556+3849	A  1449	208490	9.6		9.6		161.57	y		0.241	a		152.8		17.5		1978.15	y	
215639.14	633732	21567+6338	WRH  36	208816	5.4				20.34	y		0.0336	a		90.65		310.6		1951.2	y	
215717.7	324032.4	21573+3241	A  1226	208687	9.29		9.9		120.4	y		0.215	a		120.2		121.6		1966.94	y	
