Simbad-Resolvable Name,Source (Original),Alternative Names,Star Forming Region,SFR Age (Myr),COORDS,Disk Type,Reference,Epoch,Effective Temperature K,Temp err,Sp Type,Sp Type Err,J Magnitude,K Magnitude,R Magnitude,Method,Wavelength Range,Instrument,Tracer,Accretion Diagnostic,Line Flux erg/s/cm^2,Object Luminosity L_solar,Object Luminosity Error,Object Radius from L and T,R_err from L and T,Object Radius R_solar,R_err,New Radius,Accretion Rate M_solar yr-1,Log Accretion Rate,Object Mass Range M_solar,Object Mass M_Solar,Object Mass Err,New Mass,log object mass,Accretion Luminosity (CGS),Log Accretion Luminosity (solar),Age range Myr,System Age Myr,Companion?,A_V,A_V err,A_V source,A_J,Upper Limit,Notes/Questions2,Notes/Questions3,Distance
2MASS J05381824-0248143,SO444,,σ Ori,,84.57595 -2.80397,EV,Rigliaco 2011,2008 - 2009,3400,,M3.0,,12.76,11.8,15.54,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.16,,1.16,,,,,1.66E-10,-9.78,,3.50E-01,,,,,-2.9,,3,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,402.9333548
[W96] rJ053820-0234,SO462,,σ Ori,,84.58536 -2.56910,II,Rigliaco 2011,2008 - 2009,3200,,M4,,12.65,11.65,17.68,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.15,,1.26,,,,,2.14E-10,-9.67,,2.00E-01,,,,,-3.08,,3,,,,,,,Added SIMBAD spectral type (Zapatero Osorio 2002),,342.6887358
2MASS J05382307-0236493,SO482,,σ Ori,,84.59605 -2.61371       ,II,Rigliaco 2011,2008 - 2009,3200,,,,13.8,12.78,17.01,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.05,,0.73,,,,,1.23E-10,-9.91,,2.00E-01,,,,,-3.08,,3,,,,,,,,,
V* V2725 Ori,SO485,,σ Ori,,84.59714 -2.42627,II,Rigliaco 2011,2008 - 2009,3300,,M2.0,,13.69,12.42,17.22,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.04,,0.61,,,,,4.27E-10,-9.37,,2.50E-01,,,,,-2.39,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,377.700559
V* V2726 Ori,SO490,,σ Ori,,84.59823 -2.34652,II,Rigliaco 2011,2008 - 2009,3100,,,,13.41,12.49,17.14,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.07,,0.92,,,,,4.79E-10,-9.32,,1.50E-01,,,,,-2.73,,3,,,,,,,,,
V* V2726 Ori,SO490,,σ Ori,,84.6 -2.3464,II,Rigliaco 2012,2008-2009,3060,,M5.5,,13.41,12.49,17.14,medium res,300-2500 nm,VLT X-shooter,Excess,Excess Balmer,,0.07,,0.94,,1.02,,,1.07E-10,-9.97,,1.40E-01,,,,,-3.1,3-Feb,3,,,,,,,,,
V* V2728 Ori,SO500,,σ Ori,,84.60588 -2.71143,II,Rigliaco 2011,2008 - 2009,3000,,,,14.88,13.57,19.08,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.02,,0.52,,,,,1.20E-10,-9.92,,1.00E-01,,,,,-3.27,,3,,,,,,,,,338.9026333
V* V2728 Ori,SO500,,σ Ori,,84.6042 -2.7114,II,Rigliaco 2012,2008-2009,2990,,M6,,14.88,13.57,19.08,medium res,300-2500 nm,VLT X-shooter,Excess,Excess Balmer,,0.02,,0.53,,0.47,,,5.37E-11,-10.27,,8.00E-02,,,,,-3.95,3-Feb,3,,,,,,,,,338.9026333
[BNM2013] 93.03 227,SO514,,σ Ori,,84.61174 -2.64612,II,Rigliaco 2011,2008 - 2009,3100,,M3.5,,14.11,13.21,18.09,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.04,,0.7,,,,,2.75E-11,-10.56,,1.30E-01,,,,,-3.88,,3,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,352.7336861
V* V505 Ori,SO518,,σ Ori,,84.61349 -2.75263,II,Rigliaco 2011,2008 - 2009,4000,,K7,,11.96,9.94,13.54,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.41,,1.34,,,,,,,,1.00E+00,,,,,,,3,,,,,,,Added SIMBAD spectral type (Zapatero Osorio 2002),,397.3931013
Kiso A-0976 329,SO520,,σ Ori,,84.61455 -2.58446,II,Rigliaco 2011,2008 - 2009,3300,,M3.5,,12.83,11.86,15.92,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.15,,1.19,,,,,1.51E-10,-9.82,,3.00E-01,,,,,-3.02,,3,,,,,,upper limit,Added SIMBAD spectral type (Zapatero Osorio 2002),,403.4372857
Mayrit 803197,SO537,,σ Ori,,84.62065 -2.81309,II,Rigliaco 2011,2008 - 2009,3000,,,,14.82,13.88,,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.02,,0.52,,,,,1.48E-11,-10.83,,7.00E-02,,,,,-4.32,,3,,,,,,upper limit,SIMBAD has spectral type (M6) but no citation,,
Haro 5-9,SO540,,σ Ori,,84.62143 -2.27104       ,II,Rigliaco 2011,2008 - 2009,4000,,K6.5,,11.7,10.76,13.2,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.43,,1.37,,,,,,,,1.00E+00,,,,,,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,414.5936982
Haro 5-11,SO562,,σ Ori,,84.63079 -2.60936,II,Rigliaco 2011,2008 - 2009,3400,,M3.5,,12.17,10.99,15.22,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.22,,1.36,,,,,2.19E-09,-8.66,,4.00E-01,,,,,-1.8,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
[W96] rJ053831-0235,SO563,,σ Ori,,84.63153 -2.58742,II,Rigliaco 2011,2008 - 2009,3300,,M0,,11.52,10.35,14.88,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.51,,2.19,,,,,1.12E-09,-8.95,,4.00E-01,,,,,-2.3,,3,,,,,,,Added SIMBAD spectral type (Zapatero Osorio 2002),,
V* TX Ori,SO583,,σ Ori,,84.64026 -2.73726,II,Rigliaco 2011,2008 - 2009,3600,,K4.5,,10.13,8.67,11.38,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,1.52,,3.18,,,,,,,,7.50E-01,,,,,,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,571.8860803
[W96] rJ053833-0236,SO587,,σ Ori,,84.64184 -2.61037,EV,Rigliaco 2011,2008 - 2009,3300,,,,11.98,11.08,15.24,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.27,,1.59,,,,,3.55E-10,-9.45,,3.00E-01,,,,,-2.78,,3,,,,,,upper limit,,,384.6597684
[W96] rJ053833-0236,SO587,,σ Ori,,84.6417 -2.6103,II,Rigliaco 2012,2008-2009,3200,,M4.5,,11.98,11.08,15.24,medium res,300-2500 nm,VLT X-shooter,Excess,Excess Balmer,,0.27,,1.7,,1.73,,,3.89E-11,-10.41,,2.00E-01,,,,,-4,3-Feb,3,,,,,,upper limit,,,384.6597684
[BNM2013] 93.03 29,SO598,,σ Ori,,84.64410 -2.68572,II,Rigliaco 2011,2008 - 2009,3200,,M2,,13.1,12.12,16.62,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.11,,1.08,,,,,1.78E-10,-9.75,,2.00E-01,,,,,-3.09,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,401.6548178
V* TY Ori,SO615,,σ Ori,,84.64941 -2.73083,EV,Rigliaco 2011,2008 - 2009,3500,,K3.0,,10.45,9.31,13.08,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.69,,2.27,,,,,,,,6.00E-01,,,,,,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,411.3533525
[W96] 4771-1147,SO638,,σ Ori,,84.66028 -2.58193,EV,Rigliaco 2011,2008 - 2009,3900,,K2.0,,9.91,9.12,11.73,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.46,,1.49,,,,,,,,1.00E+00,,,,,,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,413.2914531
2MASS J05383902-0245321,SO646,,σ Ori,,84.66254 -2.75888,II,Rigliaco 2011,2008 - 2009,3300,,M2.5,,12.91,11.89,15.92,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.12,,1.06,,,,,1.29E-09,-8.89,,3.00E-01,,,,,-2.05,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,428.3389017
2MASS J05383902-0245321,SO646,,σ Ori,,84.6625 -2.7589,II,Rigliaco 2012,2008-2009,3350,,M3.5,,12.91,11.89,15.92,medium res,300-2500 nm,VLT X-shooter,Excess,Excess Balmer,,0.12,,1.03,,0.97,,,2.09E-10,-9.68,,3.00E-01,,,,,-3,3-Feb,3,,,,,,,,,428.3389017
2MASS J05383976-0232203,SO657,,σ Ori,,84.66563 -2.53893        ,II,Rigliaco 2011,2008 - 2009,2900,,,,14.89,13.94,19.72,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.02,,0.56,,,,,1.23E-11,-10.91,,6.00E-02,,,,,-4.49,,3,,,,,,upper limit,,,
Haro 5-13,SO662,,σ Ori,,84.66770 -2.50515,II,Rigliaco 2011,2008 - 2009,3900,,M0,,11.51,10.4,14.48,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.41,,1.41,,,,,5.50E-10,-9.26,,9.00E-01,,,,,-2.06,,3,,,,,,upper limit,Added SIMBAD spectral type (Zapatero Osorio 2002),,380.7348182
2MASS J05384053-0233275,SO663,,σ Ori,,84.66877 -2.55761,II,Rigliaco 2011,2008 - 2009,3200,,,,12.8,11.86,16.28,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.14,,1.22,,,,,1.51E-10,-9.82,,2.00E-01,,,,,-3.2,,3,,,,,,upper limit,,,372.1068691
[BNM2013] 92.01 24,SO674,,σ Ori,,84.67322 -2.50798,II,Rigliaco 2011,2008 - 2009,3300,,,,12.84,11.93,15.87,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.14,,1.15,,,,,1.32E-10,-9.88,,3.00E-01,,,,,-3.06,,3,,,,,,upper limit,,,388.3344336
[W96] 4771-1051,SO697,,σ Ori,,84.68423 -2.67209,II,Rigliaco 2011,2008 - 2009,3500,,K7.5,,11.36,10.44,13.22,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.63,,2.16,,,,,1.74E-09,-8.76,,6.00E-01,,,,,-1.92,,3,,,,,,,Added SIMBAD spectral type (Zapatero Osorio 2002),,400.7694774
2MASS J05384448-0240376,SO700,,σ Ori,,84.68530 -2.67708,EV,Rigliaco 2011,2008 - 2009,3000,,,,14.8,13.94,19.41,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.01,,0.37,,,,,7.76E-12,-11.11,,8.00E-02,,,,,-4.46,,3,,,,,,upper limit,,,314.8515475
V* V595 Ori,SO710,,σ Ori,,84.68900 -2.69983,II,Rigliaco 2011,2008 - 2009,3500,,M1.5,,11.99,11.04,15.19,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.3,,1.49,,,,,6.46E-10,-9.19,,5.00E-01,,,,,-2.28,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,
2MASS J05384755-0227120,SO728,,σ Ori,,84.69813 -2.45337,EV,Rigliaco 2011,2008 - 2009,3100,,,,12.14,11.27,16,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.25,,1.74,,,,,2.95E-10,-9.53,,2.00E-01,,,,,-3.08,,3,,,,,,upper limit,,,380.6768434
[W96] 4771-899,SO736,,σ Ori,,84.70019 -2.45398,II,Rigliaco 2011,2008 - 2009,3700,,K7,,10.16,9.19,12.41,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,1.73,,3.21,,,,,,,,8.00E-01,,,,,,,3,,,,,,,Added SIMBAD spectral type (Zapatero Osorio 2002),,
[BZR99] S Ori 15,SO738,,σ Ori,,84.70032 -2.48150,II,Rigliaco 2011,2008 - 2009,3100,,M5.5,,14.47,13.44,18.32,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.03,,0.6,,,,,2.00E-11,-10.7,,1.10E-01,,,,,-4.04,,3,,,,,,upper limit,Added SIMBAD spectral type (Barrado Y Navascues 2003),,363.9407504
2MASS J05384818-0244007,SO739,,σ Ori,,84.70071 -2.73354,II,Rigliaco 2011,2008 - 2009,3000,,,,14.07,13.15,18.11,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.04,,0.74,,,,,2.88E-11,-10.54,,1.00E-01,,,,,-4.03,,3,,,,,,upper limit,,,427.4783055
V* V2737 Ori,SO750,,σ Ori,,84.70535 -2.39936,II,Rigliaco 2011,2008 - 2009,3000,,M3.8,,14.36,13.2,17.67,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.03,,0.64,,,,,9.33E-11,-10.03,,9.00E-02,,,,,-3.51,,3,,,,,,,Added SIMBAD spectral type (Bozhinova 2016),,411.7429077
[BNM2013] 92.01 11,SO759,,σ Ori,,84.70995 -2.44663,EV,Rigliaco 2011,2008 - 2009,3300,,M3.5,,12.5,11.54,15.56,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.19,,1.34,,,,,2.14E-10,-9.67,,3.00E-01,,,,,-2.97,,3,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,335.2891869
2MASS J05385060-0242429,SO762,,σ Ori,,84.71085 -2.71188,II,Rigliaco 2011,2008 - 2009,3100,,,,13.84,12.96,17.8,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.05,,0.78,,,,,3.63E-11,-10.44,,1.30E-01,,,,,-3.82,,3,,,,,,upper limit,,,398.8513082
V* RU Ori,SO774,,σ Ori,,84.71678 -2.77881,II,Rigliaco 2011,2008 - 2009,4000,,K7.5,,11.52,10.42,13.44,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.47,,1.43,,,,,6.76E-10,-9.17,,1.00E+00,,,,,-1.93,,3,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,404.7108341
2MASS J05385831-0216101,SO818,,σ Ori,,84.74306 -2.26953,II*,Rigliaco 2011,2008 - 2009,3700,,M0.0,,12.34,11.28,14.62,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.21,,1.12,,,,,3.55E-10,-9.45,,7.00E-01,,,,,-2.26,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,398.6922893
Haro 5-18,SO827,,σ Ori,,84.74685 -2.56428,II,Rigliaco 2011,2008 - 2009,3400,,M2.5,,12.89,11.4,15.59,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.06,,0.71,,,,,1.51E-10,-9.82,,3.50E-01,,,,,-2.74,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,396.039604
Haro 5-16,SO844,,σ Ori,,84.75575 -2.30771,II,Rigliaco 2011,2008 - 2009,3600,,M0.5,,11.73,10.34,14.02,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.42,,1.67,,,,,1.12E-09,-8.95,,6.00E-01,,,,,-2.01,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,420.433046
2MASS J05390193-0235029,SO848,,σ Ori,,84.75808 -2.58412,II,Rigliaco 2011,2008 - 2009,3300,,,,14.45,12.61,18.46,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.03,,0.53,,,,,1.38E-10,-9.86,,2.00E-01,,,,,-2.85,,3,,,,,,,,,335.8635051
2MASS J05390193-0235029,SO848,,σ Ori,,84.7583 -2.5842,II,Rigliaco 2012,2008-2009,3270,,M4,,14.45,12.61,18.46,medium res,300-2500 nm,VLT X-shooter,Excess,Excess Balmer,,0.03,,0.54,,0.46,,,4.07E-11,-10.39,,1.90E-01,,,,,-3.5,3-Feb,3,,,,,,,,,335.8635051
2MASS J05390297-0241272,SO859,,σ Ori,,84.76255 -2.69087,II,Rigliaco 2011,2008 - 2009,3400,,M2.5,,12.44,11.16,15.33,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.17,,1.19,,,,,2.45E-10,-9.61,,3.50E-01,,,,,-2.75,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,410.2059234
ESO-HA 1693,SO865,,σ Ori,,84.76500 -2.77413,II,Rigliaco 2011,2008 - 2009,3400,,M3.5,,12.84,11.86,15.82,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.13,,1.04,,,,,3.16E-10,-9.5,,3.50E-01,,,,,-2.59,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,370.7136237
2MASS J05390387-0220081,SO866,,σ Ori,,84.76612 -2.33562,II,Rigliaco 2011,2008 - 2009,3200,,M4.5,,13.83,12.88,17.38,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.05,,0.73,,,,,7.59E-11,-10.12,,2.00E-01,,,,,-3.28,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,347.258395
Haro 5-19,SO897,,σ Ori,,84.78176 -2.54423,II*,Rigliaco 2011,2008 - 2009,3700,,K6.5,,11.3,10.26,13.18,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.5,,1.73,,,,,7.41E-10,-9.13,,8.00E-01,,,,,-2.07,,3,,,,,,lower limit,Added SIMBAD spectral type (Hernandez 2014),,400.9140841
2MASS J05390853-0251465,SO905,,σ Ori,,84.78563 -2.86296,EV,Rigliaco 2011,2008 - 2009,3600,,M0.5,,11.95,11.03,14.21,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.35,,1.53,,,,,4.17E-10,-9.38,,6.00E-01,,,,,-2.39,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,429.9226139
2MASS J05390878-0231115,SO908,,σ Ori,,84.78665 -2.51992,EV,Rigliaco 2011,2008 - 2009,3200,,M3.0,,13.04,11.7,16.82,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.1,,1.03,,,,,4.27E-10,-9.37,,2.00E-01,,,,,-2.68,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,335.3341605
[KJN2005] 33,SO917,,σ Ori,,84.79183 -2.46993,EV,Rigliaco 2011,2008 - 2009,3300,,,,14.6,13.78,17.71,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.03,,0.53,,,,,1.95E-11,-10.71,,2.00E-01,,,,,-3.73,,3,,,,,,upper limit,SIMBAD has spectral type (M5) but no citation,,239.3203303
Haro 5-20,SO927,,σ Ori,,84.79804 -2.51851,II,Rigliaco 2011,2008 - 2009,3700,,M0.0,,11.99,10.73,14.56,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.29,,1.31,,,,,2.95E-10,-9.53,,7.00E-01,,,,,-2.41,,3,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,410.6944844
[BZR99] S Ori 30,SO936,,σ Ori,,84.80457 -2.63085,II,Rigliaco 2011,2008 - 2009,2900,,,,15.24,14.31,19.34,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.01,,0.4,,,,,6.46E-12,-11.19,,8.00E-02,,,,,-4.58,,3,,,,,,upper limit,SIMBAD has spectral type (M6) but no citation,,338.7189649
[BNM2013] 90.02 146,SO967,,σ Ori,,84.81602 -2.61414,II,Rigliaco 2011,2008 - 2009,3300,,M4.0,,13.25,12.22,16.41,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.08,,0.87,,,,,5.62E-11,-10.25,,2.50E-01,,,,,-3.39,,3,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,381.300999
2MASS J05391807-0229284,SO981,,σ Ori,,84.82534 -2.49126,EV,Rigliaco 2011,2008 - 2009,4200,,G7.5,,10.72,10.12,12.05,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,1.17,,2.05,,,,,,,,1.30E+00,,,,,,,3,,,,,,,Added SIMBAD spectral type (Hernandez 2014),,373.468778
Haro 5-21,SO984,,σ Ori,,84.82854 -2.51480,II,Rigliaco 2011,2008 - 2009,3800,,K7.0,,11.4,10.34,13.49,U-band photometry,,FORS1/VLT,U-band photometry,U-band excess,,0.53,,1.68,,,,,5.75E-10,-9.24,,9.00E-01,,,,,-2.12,,3,,,,,,upper limit,Added SIMBAD spectral type (Hernandez 2014),,402.2526146
V* BF Ori,BFOri,,,,84.30525987 -6.58349039,II,Salyk 2013,2001-2011,,,A5 F6,,9.11,7.9,10.06,R 25000 Spectroscopy,4.6538 μm,NIRSPEC/KeckII,Line Strength,PfB,6.92E+29,27,,,,2.7,,,4.57E-08,-7.34,,2.10E+00,,,,,-0.05,,,,,,,,,,,389.0747802
EM* LkCa 15b,Lk Ca 15b,,,,69.8250 22.35094,II,Sallum 2015,,,,,,,,,spectroscopy,300 nm to 2.2 μm,X-Shooter and VLT,Line Luminosity,Ha Line Strength,7.60E-14,,,,,0.160784,,,5.73E-10,,,4.77E-03,,,,,,,2,Companion,0.75,,,,,,,158.8638061
,DENIS-P J1538317−103850,,,,,,Nguyen-Thanh 2020,,,,M5.5,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,
,PDS 70 b,,,,212.04231047 -41.39793796,II,Hashimoto 2020,,,,,,,,,,,,,,8.10E-16,,,,,0.20098,,,4.77E-10,-9.32E+00,,1.15E-02,2.86E-03,,,,,,,,,,,,,,,
